"PVWatts Hourly PV Performance Data"
"Requested Location","detroit, mi"
"Location","Lat, Lng: 42.33, -83.06"
"Latitude (DD)","42.33"
"Longitude (DD)","-83.06"
"Elevation (m)","186.44999694824"
"DC System Size (kW)","80"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","16","16","536","44","-9","5","0.87","243.157","-5.393","16950.498","16032.789"
"1","16","17","0","0","-10","4.7","0.87","0","-10","0","0"
"1","16","18","0","0","-11","4.6","0.87","0","-11","0","0"
"1","16","19","0","0","-11","4.5","0.87","0","-11","0","0"
"1","16","20","0","0","-12","4.4","0.87","0","-12","0","0"
"1","16","21","0","0","-12","4.1","0.87","0","-12","0","0"
"1","16","22","0","0","-12","4","0.87","0","-12","0","0"
"1","16","23","0","0","-13","3.7","0.87","0","-13","0","0"
"1","17","0","0","0","-13","3.4","0.87","0","-13","0","0"
"1","17","1","0","0","-13","3.2","0.87","0","-13","0","0"
"1","17","2","0","0","-13","3.1","0.87","0","-13","0","0"
"1","17","3","0","0","-13","3.2","0.87","0","-13","0","0"
"1","17","4","0","0","-13","3.6","0.87","0","-13","0","0"
"1","17","5","0","0","-12","3.9","0.87","0","-12","0","0"
"1","17","6","0","0","-12","4.1","0.87","0","-12","0","0"
"1","17","7","0","0","-12","4.5","0.87","0","-12","0","0"
"1","17","8","397","28","-11","5.2","0.87","118.994","-9.427","6352.134","5809.967"
"1","17","9","716","59","-11","5.9","0.87","400.557","-5.546","30454.178","29057.98"
"1","17","10","433","111","-10","6.2","0.87","397.777","-4.737","30687.103","29282.652"
"1","17","11","42","170","-10","6.4","0.87","210.137","-7.294","15836.779","14958.534"
"1","17","12","566","133","-10","6.6","0.87","584.075","-2.606","44658.162","42758.661"
"1","17","13","153","193","-10","6.7","0.87","327.189","-5.912","24890.965","23691.894"
"1","17","14","113","162","-10","6.7","0.87","254.954","-6.813","19405.353","18400.659"
"1","17","15","229","107","-10","6.6","0.87","244.899","-6.9","18771.577","17789.34"
"1","17","16","528","48","-10","6.2","0.87","245.804","-6.828","17304.826","16374.562"
"1","17","17","0","0","-11","5.8","0.87","0","-11","0","0"
"1","17","18","0","0","-11","5.6","0.87","0","-11","0","0"
"1","17","19","0","0","-12","5.3","0.87","0","-12","0","0"
"1","17","20","0","0","-13","4.9","0.87","0","-13","0","0"
"1","17","21","0","0","-14","4.8","0.87","0","-14","0","0"
"1","17","22","0","0","-15","4.8","0.87","0","-15","0","0"
"1","17","23","0","0","-15","4.7","0.87","0","-15","0","0"
"1","18","0","0","0","-16","4.6","0.87","0","-16","0","0"
"1","18","1","0","0","-16","4.5","0.87","0","-16","0","0"
"1","18","2","0","0","-16","4.2","0.87","0","-16","0","0"
"1","18","3","0","0","-16","3.9","0.87","0","-16","0","0"
"1","18","4","0","0","-16","3.2","0.87","0","-16","0","0"
"1","18","5","0","0","-17","2.4","0.87","0","-17","0","0"
"1","18","6","0","0","-17","1.9","0.87","0","-17","0","0"
"1","18","7","0","0","-16","1.9","0.87","0","-16","0","0"
"1","18","8","461","26","-15","1.6","0.87","128.562","-11.936","7042.826","6476.186"
"1","18","9","755","53","-13","1.3","0.87","409.168","-1.384","30705.784","29300.671"
"1","18","10","868","69","-12","2.1","0.87","610.566","2.67","46341.778","44382.619"
"1","18","11","916","79","-10","3.5","0.87","743.295","3.962","55899.689","53601.855"
"1","18","12","930","83","-9","4.3","0.87","797.814","4.322","59751.071","57316.768"
"1","18","13","907","86","-8","4.8","0.87","768.252","4.002","57662.448","55302.153"
"1","18","14","876","77","-8","5.2","0.87","667.757","1.93","50706.594","48592.772"
"1","18","15","797","62","-8","5.3","0.87","494.259","-0.736","37921.1","36260.32"
"1","18","16","291","49","-9","5","0.87","167.035","-6.511","11759.589","11025.815"
"1","18","17","0","0","-9","5","0.87","0","-9","0","0"
"1","18","18","0","0","-9","6","0.87","0","-9","0","0"
"1","18","19","0","0","-9","7.1","0.87","0","-9","0","0"
"1","18","20","0","0","-8","7.9","0.87","0","-8","0","0"
"1","18","21","0","0","-8","8.3","0.87","0","-8","0","0"
"1","18","22","0","0","-8","8.4","0.87","0","-8","0","0"
"1","18","23","0","0","-7","8.2","0.87","0","-7","0","0"
"1","19","0","0","0","-7","8.1","0.87","0","-7","0","0"
"1","19","1","0","0","-7","8.2","0.87","0","-7","0","0"
"1","19","2","0","0","-7","8.1","0.87","0","-7","0","0"
"1","19","3","0","0","-6","8.3","0.87","0","-6","0","0"
"1","19","4","0","0","-6","8.6","0.87","0","-6","0","0"
"1","19","5","0","0","-5","8.3","0.87","0","-5","0","0"
"1","19","6","0","0","-5","7.9","0.87","0","-5","0","0"
"1","19","7","0","0","-4","7.5","0.87","0","-4","0","0"
"1","19","8","127","36","-3","6.9","0.87","74.381","-2.158","4154.227","3689.941"
"1","19","9","0","58","-2","6.3","0.87","55.695","-1.276","3919.45","3463.484"
"1","19","10","180","144","-1","6.4","0.87","269.49","2.482","19978.848","18953.833"
"1","19","11","20","162","-1","7.1","0.87","176.569","1.114","12823.407","12051.938"
"1","19","12","214","202","0","7.4","0.87","385.534","4.492","28391.941","27068.817"
"1","19","13","764","126","0","7.5","0.87","716.131","8.289","52859.431","50669.326"
"1","19","14","28","151","0","7.3","0.87","178.108","2.093","12936.686","12161.203"
"1","19","15","0","67","0","6.6","0.87","64.021","0.807","4510.343","4033.438"
"1","19","16","41","58","-1","6.2","0.87","77.553","0.011","5326.296","4820.48"
"1","19","17","0","0","-2","6.3","0.87","0","-2","0","0"
"1","19","18","0","0","-3","6.2","0.87","0","-3","0","0"
"1","19","19","0","0","-4","5.7","0.87","0","-4","0","0"
"1","19","20","0","0","-5","5.2","0.87","0","-5","0","0"
"1","19","21","0","0","-6","4.9","0.87","0","-6","0","0"
"1","19","22","0","0","-6","4.7","0.87","0","-6","0","0"
"1","19","23","0","0","-7","4.5","0.87","0","-7","0","0"
"1","20","0","0","0","-8","4.2","0.87","0","-8","0","0"
"1","20","1","0","0","-9","3.7","0.87","0","-9","0","0"
"1","20","2","0","0","-10","3.5","0.87","0","-10","0","0"
"1","20","3","0","0","-9","3.5","0.87","0","-9","0","0"
"1","20","4","0","0","-9","3.3","0.87","0","-9","0","0"
"1","20","5","0","0","-8","3","0.87","0","-8","0","0"
"1","20","6","0","0","-8","2.7","0.87","0","-8","0","0"
"1","20","7","0","0","-8","2.6","0.87","0","-8","0","0"
"1","20","8","0","12","-7","2.7","0.87","11.305","-6.772","639.742","299.988"
"1","20","9","29","87","-7","2.8","0.87","105.593","-4.789","7715.162","7124.698"
"1","20","10","172","146","-6","2.8","0.87","267.174","-0.384","19995.191","18969.597"
"1","20","11","163","188","-6","2.8","0.87","325.346","0.828","24208.493","23033.605"
"1","20","12","176","206","-6","2.8","0.87","362.377","1.601","26885.201","25615.467"
"1","20","13","74","194","-5","3","0.87","261.583","0.297","19295.998","18295.179"
"1","20","14","64","163","-5","3.3","0.87","215.779","-0.837","15963.685","15080.943"
"1","20","15","177","116","-6","3.4","0.87","222.947","-1.755","16725.436","15815.702"
"1","20","16","506","48","-6","3.6","0.87","243.025","-1.603","16980.878","16062.093"
"1","20","17","0","0","-7","3.8","0.87","0","0","0","0"
"1","20","18","0","0","-7","3.9","0.87","0","-7","0","0"
"1","20","19","0","0","-7","4","0.87","0","-7","0","0"
"1","20","20","0","0","-8","4.1","0.87","0","-8","0","0"
"1","20","21","0","0","-8","4.2","0.87","0","-8","0","0"
"1","20","22","0","0","-8","4.1","0.87","0","-8","0","0"
"1","20","23","0","0","-9","4","0.87","0","-9","0","0"
"1","21","0","0","0","-9","3.9","0.87","0","-9","0","0"
"1","21","1","0","0","-10","3.8","0.87","0","-10","0","0"
"1","21","2","0","0","-10","3.8","0.87","0","-10","0","0"
"1","21","3","0","0","-10","3.8","0.87","0","-10","0","0"
"1","21","4","0","0","-11","3.8","0.87","0","-11","0","0"
"1","21","5","0","0","-11","3.9","0.87","0","-11","0","0"
"1","21","6","0","0","-12","3.9","0.87","0","-12","0","0"
"1","21","7","0","0","-12","3.9","0.87","0","-12","0","0"
"1","21","8","423","30","-11","4.2","0.87","135.269","-8.896","7851.653","7256.352"
"1","21","9","728","60","-10","4.3","0.87","410.415","-3.172","31044.433","29627.32"
"1","21","10","852","78","-9","4.1","0.87","615.158","1.58","46827.818","44851.437"
"1","21","11","910","88","-9","3.6","0.87","754.975","4.961","56524.443","54204.472"
"1","21","12","933","90","-9","3","0.87","814.89","7.581","60282.083","57828.964"
"1","21","13","925","89","-9","2.7","0.87","792.218","7.981","58593.183","56199.909"
"1","21","14","883","82","-9","2.5","0.87","685.602","6.251","51253.638","49120.433"
"1","21","15","72","118","-9","2.2","0.87","163.848","-5.158","12269.255","11517.422"
"1","21","16","589","47","-10","2.1","0.87","272.762","-3.593","19278.25","18278.06"
"1","21","17","0","0","-11","2.4","0.87","0","0","0","0"
"1","21","18","0","0","-12","3","0.87","0","-12","0","0"
"1","21","19","0","0","-12","3.5","0.87","0","-12","0","0"
"1","21","20","0","0","-11","3.7","0.87","0","-11","0","0"
"1","21","21","0","0","-11","3.9","0.87","0","-11","0","0"
"1","21","22","0","0","-10","4.3","0.87","0","-10","0","0"
"1","21","23","0","0","-9","4.6","0.87","0","-9","0","0"
"1","22","0","0","0","-9","5","0.87","0","-9","0","0"
"1","22","1","0","0","-8","5.4","0.87","0","-8","0","0"
"1","22","2","0","0","-8","5.6","0.87","0","-8","0","0"
"1","22","3","0","0","-8","5.7","0.87","0","-8","0","0"
"1","22","4","0","0","-8","5.8","0.87","0","-8","0","0"
"1","22","5","0","0","-8","5.9","0.87","0","-8","0","0"
"1","22","6","0","0","-8","6.1","0.87","0","-8","0","0"
"1","22","7","0","0","-8","6.6","0.87","0","-8","0","0"
"1","22","8","0","23","-8","7.4","0.87","21.789","-7.757","1315.296","951.605"
"1","22","9","0","67","-9","7.9","0.87","65.163","-8.278","4741.551","4256.454"
"1","22","10","0","105","-9","8.2","0.87","102.631","-7.892","7587.428","7001.49"
"1","22","11","90","189","-9","8.6","0.87","265.885","-6.227","20112.227","19082.486"
"1","22","12","409","177","-9","9.1","0.87","523.586","-3.755","39974.775","38241.225"
"1","22","13","0","143","-9","9.7","0.87","140.641","-7.664","10424.127","9737.673"
"1","22","14","150","172","-10","10.1","0.87","291.464","-7.306","22294.052","21187"
"1","22","15","0","48","-10","9.8","0.87","45.323","-9.572","3283.59","2850.155"
"1","22","16","371","68","-10","9.1","0.87","220.02","-7.83","15868.045","14988.692"
"1","22","17","0","0","-10","8.7","0.87","0","0","0","0"
"1","22","18","0","0","-10","8.7","0.87","0","-10","0","0"
"1","22","19","0","0","-10","9.1","0.87","0","-10","0","0"
"1","22","20","0","0","-10","9.5","0.87","0","-10","0","0"
"1","22","21","0","0","-10","9.6","0.87","0","-10","0","0"
"1","22","22","0","0","-10","9.6","0.87","0","-10","0","0"
"1","22","23","0","0","-10","9.4","0.87","0","-10","0","0"
"1","23","0","0","0","-11","9","0.87","0","-11","0","0"
"1","23","1","0","0","-11","8.6","0.87","0","-11","0","0"
"1","23","2","0","0","-11","8.3","0.87","0","-11","0","0"
"1","23","3","0","0","-11","7.9","0.87","0","-11","0","0"
"1","23","4","0","0","-12","7.5","0.87","0","-12","0","0"
"1","23","5","0","0","-12","7.2","0.87","0","-12","0","0"
"1","23","6","0","0","-12","6.7","0.87","0","-12","0","0"
"1","23","7","0","0","-12","6.3","0.87","0","-12","0","0"
"1","23","8","432","32","-11","6.3","0.87","144.086","-9.248","8660.287","8036.333"
"1","23","9","738","61","-10","6.3","0.87","414.745","-4.591","31573.157","30137.31"
"1","23","10","862","77","-9","5.9","0.87","623.37","-0.462","47773.9","45763.996"
"1","23","11","919","86","-8","5.4","0.87","763.238","3.067","57488.786","55134.645"
"1","23","12","940","89","-8","4.7","0.87","823.869","5.032","61446.791","58952.402"
"1","23","13","933","87","-7","4","0.87","801.124","6.954","59430.57","57007.624"
"1","23","14","898","79","-7","3.3","0.87","697.515","6.526","52077.282","49914.892"
"1","23","15","817","66","-8","2.6","0.87","521.424","3.399","39474.834","37758.999"
"1","23","16","638","44","-10","2","0.87","287.401","-3.103","20402.86","19362.821"
"1","23","17","0","0","-11","1.9","0.87","0","0","0","0"
"1","23","18","0","0","-12","2.1","0.87","0","-12","0","0"
"1","23","19","0","0","-13","2.3","0.87","0","-13","0","0"
"1","23","20","0","0","-14","2.6","0.87","0","-14","0","0"
"1","23","21","0","0","-15","3","0.87","0","-15","0","0"
"1","23","22","0","0","-16","3.5","0.87","0","-16","0","0"
"1","23","23","0","0","-16","4","0.87","0","-16","0","0"
"1","24","0","0","0","-15","4.4","0.87","0","-15","0","0"
"1","24","1","0","0","-14","4.9","0.87","0","-14","0","0"
"1","24","2","0","0","-13","5.4","0.87","0","-13","0","0"
"1","24","3","0","0","-12","5.6","0.87","0","-12","0","0"
"1","24","4","0","0","-11","5.6","0.87","0","-11","0","0"
"1","24","5","0","0","-11","6","0.87","0","-11","0","0"
"1","24","6","0","0","-10","6.4","0.87","0","-10","0","0"
"1","24","7","0","0","-10","6.7","0.87","0","-10","0","0"
"1","24","8","0","22","-9","7.1","0.87","20.761","-8.76","1291.53","928.681"
"1","24","9","0","14","-8","7.6","0.87","13.188","-7.85","903.272","554.181"
"1","24","10","0","86","-6","7.6","0.87","82.483","-5.059","5989.706","5460.382"
"1","24","11","0","89","-5","7.2","0.87","84.692","-3.997","6101.521","5568.235"
"1","24","12","0","128","-4","6.7","0.87","124.321","-2.452","8995.213","8359.392"
"1","24","13","25","180","-2","6.1","0.87","199.097","0.646","14498.737","13667.904"
"1","24","14","230","171","-1","5.4","0.87","352.57","4.099","26078.65","24837.495"
"1","24","15","605","103","-1","4.4","0.87","452.868","6.466","33759.478","32246.161"
"1","24","16","393","67","-2","3.2","0.87","228.684","2.428","15995.46","15111.592"
"1","24","17","0","0","-3","2.6","0.87","0","0","0","0"
"1","24","18","0","0","-4","2.6","0.87","0","-4","0","0"
"1","24","19","0","0","-4","2.5","0.87","0","-4","0","0"
"1","24","20","0","0","-5","2.3","0.87","0","-5","0","0"
"1","24","21","0","0","-6","2.1","0.87","0","-6","0","0"
"1","24","22","0","0","-7","2","0.87","0","-7","0","0"
"1","24","23","0","0","-8","2.2","0.87","0","-8","0","0"
"1","25","0","0","0","-7","2.4","0.87","0","-7","0","0"
"1","25","1","0","0","-7","2.6","0.87","0","-7","0","0"
"1","25","2","0","0","-6","2.5","0.87","0","-6","0","0"
"1","25","3","0","0","-6","2.1","0.87","0","-6","0","0"
"1","25","4","0","0","-6","1.7","0.87","0","-6","0","0"
"1","25","5","0","0","-5","1.3","0.87","0","-5","0","0"
"1","25","6","0","0","-5","1","0.87","0","-5","0","0"
"1","25","7","0","0","-4","0.7","0.87","0","-4","0","0"
"1","25","8","0","9","-3","0.8","0.87","8.473","-2.736","500.935","166.1"
"1","25","9","0","51","-2","1.7","0.87","48.176","-0.752","3370.802","2934.276"
"1","25","10","0","74","-1","3","0.87","70.175","0.42","4961.583","4468.689"
"1","25","11","0","68","0","3.8","0.87","64.278","1.145","4495.169","4018.802"
"1","25","12","0","46","0","4.3","0.87","43.45","0.72","2991.393","2568.311"
"1","25","13","0","97","0","4.5","0.87","92.563","1.493","6538.518","5989.747"
"1","25","14","0","33","0","4.4","0.87","31.142","0.51","2128.784","1736.267"
"1","25","15","0","64","0","3.8","0.87","60.596","1.081","4256.751","3788.833"
"1","25","16","38","67","0","3","0.87","86.136","1.733","5974.04","5445.271"
"1","25","17","0","0","-1","2.8","0.87","0","0","0","0"
"1","25","18","0","0","-1","2.9","0.87","0","-1","0","0"
"1","25","19","0","0","-1","2.7","0.87","0","-1","0","0"
"1","25","20","0","0","-1","2.8","0.87","0","-1","0","0"
"1","25","21","0","0","0","3.2","0.87","0","0","0","0"
"1","25","22","0","0","0","3.3","0.87","0","0","0","0"
"1","25","23","0","0","0","3.1","0.87","0","0","0","0"
"1","26","0","0","0","0","3","0.87","0","0","0","0"
"1","26","1","0","0","0","3.2","0.87","0","0","0","0"
"1","26","2","0","0","0","4","0.87","0","0","0","0"
"1","26","3","0","0","-1","4.6","0.87","0","-1","0","0"
"1","26","4","0","0","-2","4.6","0.87","0","-2","0","0"
"1","26","5","0","0","-2","4.9","0.87","0","-2","0","0"
"1","26","6","0","0","-3","5.5","0.87","0","-3","0","0"
"1","26","7","0","0","-4","6","0.87","0","-4","0","0"
"1","26","8","0","24","-4","6.5","0.87","22.654","-3.719","1415.458","1048.218"
"1","26","9","0","57","-4","6.9","0.87","54.229","-3.338","3851.151","3397.605"
"1","26","10","12","135","-4","7","0.87","142.146","-2.28","10412.113","9726.085"
"1","26","11","24","173","-4","6.9","0.87","190.583","-1.673","13993.192","13180.273"
"1","26","12","24","191","-4","6.9","0.87","210.097","-1.436","15410.837","14547.684"
"1","26","13","47","197","-4","7","0.87","244.304","-1.046","18014.241","17058.84"
"1","26","14","38","166","-4","7.1","0.87","201.068","-1.591","14836.271","13993.478"
"1","26","15","0","70","-5","7","0.87","66.68","-4.193","4797.513","4310.433"
"1","26","16","0","47","-6","6.8","0.87","45.318","-5.443","3178.839","2749.115"
"1","26","17","0","0","-7","6.6","0.87","0","0","0","0"
"1","26","18","0","0","-7","6.5","0.87","0","-7","0","0"
"1","26","19","0","0","-8","6.3","0.87","0","-8","0","0"
"1","26","20","0","0","-9","5.9","0.87","0","-9","0","0"
"1","26","21","0","0","-9","5.5","0.87","0","-9","0","0"
"1","26","22","0","0","-10","5.1","0.87","0","-10","0","0"
"1","26","23","0","0","-10","4.6","0.87","0","-10","0","0"
"1","27","0","0","0","-11","4.2","0.87","0","-11","0","0"
"1","27","1","0","0","-11","3.9","0.87","0","-11","0","0"
"1","27","2","0","0","-11","3.7","0.87","0","-11","0","0"
"1","27","3","0","0","-11","3.7","0.87","0","-11","0","0"
"1","27","4","0","0","-12","3.6","0.87","0","-12","0","0"
"1","27","5","0","0","-12","3.3","0.87","0","-12","0","0"
"1","27","6","0","0","-12","3.1","0.87","0","-12","0","0"
"1","27","7","0","0","-12","3","0.87","0","-12","0","0"
"1","27","8","475","34","-11","3.4","0.87","167.375","-7.99","10509.89","9820.398"
"1","27","9","756","63","-9","3.9","0.87","430.369","-1.412","32525.721","31056.12"
"1","27","10","257","149","-9","3.9","0.87","331.738","-3.146","25219.267","24008.563"
"1","27","11","938","86","-8","3.6","0.87","785.957","6.529","58435.684","56047.99"
"1","27","12","957","89","-8","3.4","0.87","847.247","8.145","62432.047","59902.746"
"1","27","13","953","87","-7","3.1","0.87","827.218","9.55","60731.522","58262.478"
"1","27","14","917","80","-7","2.8","0.87","722.598","8.229","53571.942","51356.591"
"1","27","15","840","68","-8","2.3","0.87","546.41","4.629","41198.919","39421.992"
"1","27","16","643","51","-10","1.8","0.87","307.334","-2.286","22067.83","20968.794"
"1","27","17","0","0","-11","1.8","0.87","0","0","0","0"
"1","27","18","0","0","-12","1.9","0.87","0","-12","0","0"
"1","27","19","0","0","-12","1.9","0.87","0","-12","0","0"
"1","27","20","0","0","-13","1.9","0.87","0","-13","0","0"
"1","27","21","0","0","-13","1.9","0.87","0","-13","0","0"
"1","27","22","0","0","-14","1.8","0.87","0","-14","0","0"
"1","27","23","0","0","-14","1.8","0.87","0","-14","0","0"
"1","28","0","0","0","-14","1.9","0.87","0","-14","0","0"
"1","28","1","0","0","-15","2","0.87","0","-15","0","0"
"1","28","2","0","0","-15","2","0.87","0","-15","0","0"
"1","28","3","0","0","-15","2","0.87","0","-15","0","0"
"1","28","4","0","0","-14","2","0.87","0","-14","0","0"
"1","28","5","0","0","-14","2","0.87","0","-14","0","0"
"1","28","6","0","0","-14","2.1","0.87","0","-14","0","0"
"1","28","7","0","0","-13","2.4","0.87","0","-13","0","0"
"1","28","8","521","31","-11","3.1","0.87","176.207","-7.671","11097.542","10387.227"
"1","28","9","776","57","-8","4.1","0.87","435.015","-0.546","32817.227","31337.297"
"1","28","10","892","70","-6","4.6","0.87","643.345","4.33","48490.629","46455.328"
"1","28","11","941","79","-5","4.5","0.87","782.527","7.716","57945.304","55574.986"
"1","28","12","958","83","-5","4.3","0.87","843.806","9.081","61975.391","59462.271"
"1","28","13","956","80","-4","4.1","0.87","818.883","10.057","60025.524","57581.496"
"1","28","14","922","75","-4","3.9","0.87","723.156","8.79","53505.66","51292.657"
"1","28","15","845","65","-5","3.5","0.87","548.532","5.316","41265.959","39486.657"
"1","28","16","680","47","-7","3","0.87","315.837","-0.67","22603.663","21485.64"
"1","28","17","0","16","-9","2.9","0.87","15.221","-8.729","696.027","354.279"
"1","28","18","0","0","-10","2.9","0.87","0","-10","0","0"
"1","28","19","0","0","-10","2.8","0.87","0","-10","0","0"
"1","28","20","0","0","-10","2.7","0.87","0","-10","0","0"
"1","28","21","0","0","-10","2.7","0.87","0","-10","0","0"
"1","28","22","0","0","-9","2.7","0.87","0","-9","0","0"
"1","28","23","0","0","-8","2.7","0.87","0","-8","0","0"
"1","29","0","0","0","-7","2.8","0.87","0","-7","0","0"
"1","29","1","0","0","-7","2.7","0.87","0","-7","0","0"
"1","29","2","0","0","-6","2.6","0.87","0","-6","0","0"
"1","29","3","0","0","-6","2.5","0.87","0","-6","0","0"
"1","29","4","0","0","-6","2.4","0.87","0","-6","0","0"
"1","29","5","0","0","-6","2.4","0.87","0","-6","0","0"
"1","29","6","0","0","-6","2.4","0.87","0","-6","0","0"
"1","29","7","0","0","-5","2.5","0.87","0","-5","0","0"
"1","29","8","21","36","-4","3","0.87","43.749","-3.136","2825.518","2408.314"
"1","29","9","251","95","-3","3.5","0.87","228.536","1.276","16859.688","15945.197"
"1","29","10","123","161","-1","3.4","0.87","255.466","3.856","18737.481","17756.453"
